property_name,propery_id,breadcrumbs,price,image_url,description,location,property_type,bathrooms,bedrooms
Newly built apartment fully furnished with a/c and other furniture,1766918083,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,Newly built apartment fully furnished with a/c and other furniture","{'amount': '14,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/jzma52y64i1p-IN/image,https://apollo.olx.in:443/v1/files/exipwnv3s53s-IN/image,https://apollo.olx.in:443/v1/files/q97ri7vgspeq1-IN/image,https://apollo.olx.in:443/v1/files/af1ukr4vius62-IN/image,https://apollo.olx.in:443/v1/files/2dfygj1aeoia2-IN/image,https://apollo.olx.in:443/v1/files/n9xoo5kmkcsi1-IN/image","Near to Kalathode Corporation Community hall road just 4 Km from Thrissur Round
Palghat road.","Thrissur,Thrissur,Kerala",Apartments,2,2
"House for rent at mangad,Kalliasseri",1761714157,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kalliasseri,House for rent at mangad,Kalliasseri","{'amount': '25,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/tfg9mbntc8v22-IN/image,https://apollo.olx.in:443/v1/files/oceemmjl5f8c2-IN/image,https://apollo.olx.in:443/v1/files/nyghuvty74ej-IN/image,https://apollo.olx.in:443/v1/files/ggiedrl07r3h3-IN/image,https://apollo.olx.in:443/v1/files/omeu41nyee793-IN/image,https://apollo.olx.in:443/v1/files/a31ldcfs4n9a2-IN/image,https://apollo.olx.in:443/v1/files/4wxaxtjas68y2-IN/image","4000 sq feet house for rent at mangad ,with all amenities,road side …I","Kalliasseri,Kalliasseri,Kerala",Houses & Villas,5,4
2BHK & 1Bedroom studio apartments for rent in perinthalmanna city,1766594485,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Perinthalmanna,2BHK & 1Bedroom studio apartments for rent in perinthalmanna city","{'amount': '10,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/d9eae20pl537-IN/image,https://apollo.olx.in:443/v1/files/pff960nflgms2-IN/image,https://apollo.olx.in:443/v1/files/l0l4lviewvwv1-IN/image,https://apollo.olx.in:443/v1/files/5jn5adkpsuav1-IN/image,https://apollo.olx.in:443/v1/files/ddduluqpn9ni1-IN/image,https://apollo.olx.in:443/v1/files/36ydn0keji16-IN/image,https://apollo.olx.in:443/v1/files/8siy8vpez4hq1-IN/image,https://apollo.olx.in:443/v1/files/6ff842ln1gyf-IN/image,https://apollo.olx.in:443/v1/files/ga7btzojnbdv-IN/image,https://apollo.olx.in:443/v1/files/dknk1u1el4ld3-IN/image,https://apollo.olx.in:443/v1/files/f1ibm5mk6dg6-IN/image","Kurikkal Projects_Nest: Prime Family Apartments in Perinthalmanna City!

Enjoy a fresh, owner-managed building with open well water, parking & zero hidden charges.

Conveniently close to key landmarks:
350m to KSTRC Depot
300m to Abate Eye Hospital
400m to Government District Hospital
850m to Perinthalmanna Junction
300m to NH966 (Palakkad Road)
250m to SH39 (Thrissur Road)

Currently 2 units available for rent:
Semi-furnished 2BHK apartment @ ₹14,000/month
Fully furnished 1 Bedroom Studio Apartment @ ₹10,000/month
Rates negotiable based on contract period.","Perinthalmanna,Perinthalmanna,Kerala",Apartments,2,2
"Koorkenchery Commercial House For Rent 40,000 Ad 2,00,000",1766689124,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,Koorkenchery Commercial House For Rent 40,000 Ad 2,00,000","{'amount': '40,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/xrxi8fhnkbbu3-IN/image,https://apollo.olx.in:443/v1/files/am78eoh0wma11-IN/image","Koorkenchery Commercial License House For Rent 40,000 Ad 4,00,000
Suitable For Play School , Office , Hostel Purposes

(  Koorkenchery 1350sq. ft 3 BHK 12 Flat , 36 Rooms , 150 Members Capacity , Rent 3,50,000 Ad 15,00,000 .  Suitable For Hostel, Loadge etc Purposes  )","Thrissur,Thrissur,Kerala",Houses & Villas,5,5
HOME ROOM RENT മുറി വാടകക്ക്,1745413496,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,HOME ROOM RENT മുറി വാടകക്ക്","{'amount': '7,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/xy6ufkv700nb3-IN/image,ശാന്തസുന്ദരവും സുരക്ഷിതത്വവും മനോഹരവുമായ ഒരു വാടക മുറിയാണൊ നിങ്ങൾ ആഗ്രഹിക്കുന്നത് എങ്കിൽ മദർ ഹോസ്പിറ്റൽ ഒളരി വഴി കുന്നത്തങ്ങാടിക്കടുത്ത് ഒരു മുറിയുണ്ട്.   പൂർണമായും താമസിക്കുന്ന ആളുടെ പ്രെവസി സ്വകാര്യത കീപ്പ് ചെയ്യുന്ന നിലയിൽ പണിത  റൂം വാടകക്ക്. വിളിക്കുക. ബ്രോക്കറില്ലാതെ നമുക്ക് ഡീൽ ചെയ്യാം. തൃശൂർ ടൗണിലേക്ക് വെറും 15 മിനിറ്റ് സഞ്ചാര ദൂരം 10 Km. വെള്ളം വറ്റാത്ത കിണർ ഓട്ടോമാറ്റിക് മോട്ടോർ സംവിധാനം . ചുറ്റുമതിൽ. പഞ്ചായത്ത് ടാർ റോഡ് മുൻവശം.വിശദ വിവരങ്ങൾ ഫോട്ടോയിലുണ്ട്. കാണുക.   എന്നാ വിളിക്കൂട്ടോ.എല്ലാ സൗകര്യത്തോടു കൂടിയ  കട്ടിൽ . ബഡ്ഡ് . സോഫാ . Wifi Internet.etc മുറി വാടകക്ക് . കൂടുതൽ വിവരങ്ങൾക്ക് നേരിൽ വിളിക്കണം . നേരിൽ വിളിക്കുക. ഏജൻസി അല്ല,"Thrissur,Thrissur,Kerala",Houses & Villas,2,2
"House floor for rent, Kolazhy",1743591389,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kolazhy,House floor for rent, Kolazhy","{'amount': '13,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/n6dyroda7z9r2-IN/image,https://apollo.olx.in:443/v1/files/5y6jh40y1aln1-IN/image,https://apollo.olx.in:443/v1/files/3r1kb6jgf7vc3-IN/image,https://apollo.olx.in:443/v1/files/qc1dqrzv55k73-IN/image,https://apollo.olx.in:443/v1/files/ejcwlkkc14kk2-IN/image,https://apollo.olx.in:443/v1/files/ihmpeto185kl2-IN/image","Preferences for government employees, bankers and teachers. Families only. Located at Kolazhy Centre.","Kolazhy,Kolazhy,Kerala",Houses & Villas,3,3
"1 BHK APARTMENT AVAILABLE FOR SHORT AND LONG STAY IN CALTEX, KANNUR",1766222069,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kannur,1 BHK APARTMENT AVAILABLE FOR SHORT AND LONG STAY IN CALTEX, KANNUR","{'amount': '13,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/s5pgcskponqp1-IN/image,https://apollo.olx.in:443/v1/files/oqp9mo7qcj0p3-IN/image,https://apollo.olx.in:443/v1/files/vs1tdunsviyn3-IN/image,https://apollo.olx.in:443/v1/files/060p4djjyrcf3-IN/image,https://apollo.olx.in:443/v1/files/056lofddawfx2-IN/image,https://apollo.olx.in:443/v1/files/nadl8illr35d1-IN/image,https://apollo.olx.in:443/v1/files/u50z139j5ih62-IN/image,https://apollo.olx.in:443/v1/files/a1zt8wg47bfn3-IN/image,https://apollo.olx.in:443/v1/files/eqkgku3cnmjl2-IN/image","FULLY FURNISHED 1 BHK AVAILABLE FOR SHORT AND LONG STAY IN KANNUR, CALTEX OPPOSITE TRAINING SCHOOL, NEXT TO CAPITOL MALL

MONTHLY RENT Rs 13,000 NEGOTIABLE","Kannur,Kannur,Kerala",Apartments,1,1
Brand-new  2 bed/2bath Apartment for Rent in kizhur kunnamkulam,1766190370,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kunnamkulam,Brand-new  2 bed/2bath Apartment for Rent in kizhur kunnamkulam","{'amount': '10,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/43kng6ksmlyv1-IN/image,https://apollo.olx.in:443/v1/files/e11uzdoe90ca1-IN/image,https://apollo.olx.in:443/v1/files/brjdzyu4a468-IN/image,https://apollo.olx.in:443/v1/files/xy3i8tt8uyhd3-IN/image,https://apollo.olx.in:443/v1/files/wrs5rjb0xxlu1-IN/image,https://apollo.olx.in:443/v1/files/gdbez2csklw31-IN/image,https://apollo.olx.in:443/v1/files/ilf3cx7720go3-IN/image,https://apollo.olx.in:443/v1/files/cx5yh2xxixf83-IN/image,https://apollo.olx.in:443/v1/files/5glthegev0w5-IN/image,https://apollo.olx.in:443/v1/files/q97s0l93k2gs3-IN/image,https://apollo.olx.in:443/v1/files/xbn6d86sphbx-IN/image,https://apollo.olx.in:443/v1/files/q6ylxsqz29ct-IN/image,https://apollo.olx.in:443/v1/files/3m7svb7z6aqs-IN/image,https://apollo.olx.in:443/v1/files/n1lgeo9ghtw5-IN/image,https://apollo.olx.in:443/v1/files/ptelr3irdd8j1-IN/image,https://apollo.olx.in:443/v1/files/ygrjough6ga63-IN/image,https://apollo.olx.in:443/v1/files/nwg4vdbvj69p-IN/image,https://apollo.olx.in:443/v1/files/8k2eicjutbt92-IN/image,https://apollo.olx.in:443/v1/files/e0357skqohpo2-IN/image,https://apollo.olx.in:443/v1/files/lu4vsvog6eve1-IN/image","Description
This is a brand new 2 bed 2 bath 1 balcony duplex apartment- in Kunnamkulam near Kizhur Karthika Temple and Kunnamkulam Polytechnic.

* Walkable distance from the bus stop.

* School transportation is available from the nearby stops.

* Surplus well water and a separate electricity meter for each apartment.

* Wardrobe in one bedroom and cabinets in the kitchen.

* Private Road to this property.

* This Apartment is available.

* water tanks for each apartment building.

* 2 car parking spaces with compound wall and Gate.

* TV and internet connection hookups are available.

* Security deposit is Rs-30000/-

Rent - Rs 10,000/- Month.

* The Tenant will pay the electricity bill charges.

* Interested clients may please contact.

It is available now.","Kunnamkulam,Kunnamkulam,Kerala",Apartments,2,2
2 Bedroom Villas on Daily & Weekly rent in Wayanad.,1767472928,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Wayanad,2 Bedroom Villas on Daily & Weekly rent in Wayanad.","{'amount': '6,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/hm125z0kyz972-IN/image,https://apollo.olx.in:443/v1/files/ch3i2o4cpy9i2-IN/image,https://apollo.olx.in:443/v1/files/x20asdlpvqut1-IN/image,https://apollo.olx.in:443/v1/files/pi2qnjsvpyrp3-IN/image,https://apollo.olx.in:443/v1/files/8eqnnj3shz632-IN/image,https://apollo.olx.in:443/v1/files/u0uw53hminqb1-IN/image,https://apollo.olx.in:443/v1/files/fyzgfymkkivr3-IN/image,https://apollo.olx.in:443/v1/files/q6uw1do15lka1-IN/image,https://apollo.olx.in:443/v1/files/3ymic0a13gcw2-IN/image,https://apollo.olx.in:443/v1/files/o7i7909rn4073-IN/image,https://apollo.olx.in:443/v1/files/j0ttshmtgijh-IN/image,https://apollo.olx.in:443/v1/files/hjcdk4w5brew2-IN/image,https://apollo.olx.in:443/v1/files/34qpdl7w7tqz2-IN/image,https://apollo.olx.in:443/v1/files/5pl6az9oo8oz1-IN/image,https://apollo.olx.in:443/v1/files/33caj1xqnaza3-IN/image,https://apollo.olx.in:443/v1/files/v0h43m0sm21w2-IN/image,https://apollo.olx.in:443/v1/files/a4sk0gqp6n9k-IN/image","Blooms Green Farm is a “Residential gated community” cum “Resort”. There are 21 Villas in Blooms Green Farm with certain common amenities. 6 Villas are not occupied by permanent residents as the owner families are using it as holiday homes when they visit Wayanad. We engage care takers for maintaining  these villas and offer them to genuine guests coming to Wayanad as tourists. 

There are two 3-Bedroom villas, two 2-Bedroom villas and also independent rooms in a 4 Bedroom villa. 

Guests can enjoy the common amenities listed below:

~ Swimming pool

~ Boating in a pond

~ Fishing

~ Indoor shuttle badminton

~ Recreational indoor games in a hall

~ Night campfire with musical support.

Note: Family  and friend groups can gather in a 110 seating capacity hall.




Distance guide:


Distance in Kilometer to main towns of Wayanad:

>  Kalpetta: the district headquarters of Wayanad:  17

>  Sulthan Bathery: the second biggest town of Wayanad: 16

>  Mananthavady: the third prominent town of Wayanad: 22


Distance in Kilometer to the State & Nearby district borders:

>  Muthanga, Karnataka border towards Bangalore/Mysore: 36

>  Tholpetty, Karnataka border towards Kodagu district: 38

>  Pattavayal, Tamil Nadu border towards Ooty: 33

>  Thaloor, Tamil Nadu border towards Ooty: 28

>  Lakkidi next to Vythiri, Kozhikode district border: 34

>  Boys town before Kottiyoor, Kannur district border: 33

>  Erumadu towards Nilambur, Malappuram district border: 28



Distance in Kilometer to Airports & Railways:

>  Calicut international airport: 99

>  Kannur international airport: 90

>  Mysore airport: 121

>  Bangalore international airport: 317

>  Kozhikode railway station: 91

>  Thalassery railway station: 95

>  Vadakara railway station: 85


Distance in Kilometer to tourist destinations within an hour drive:

>  Karapuzha Dam, Adventure Park & Garden: 18

>  Edakkal caves: 22

>  Muthanga wildlife sanctuary: 29

>  Banasura sagar dam & speed boating reservoir: 30

>  Pookode Lake: 31

>  Lakkidi View Point: 35

>  Thirunelli Temple: 39

>  Soochipara Waterfalls: 40


Tariff:


Two Bedroom Villa with Hall, Kitchenette and Sitout:


Daily - 6,000/- (Maximum 4 adults and children below 10 years)


5 Days or more continuous - 5,000/- per day. 




Three Bedroom Villa with Hall, Kitchenette and Sitout:


Daily - 9,000/- (Maximum 6 adults and children below 10 years)


5 Days or more continuous - 7,500/- per day. 



Single room in Four Bedroom Villa with independent terrace:


Daily - 3,000/- (Maximum 2 adults and children below 10 years)


5 Days or more continuous - 2,500/- per day. 



Location link, detailed photos and services offered will be provided on WhatsApp on receiving response to this advertisement specifying their custom requirements.","Wayanad,Wayanad,Kerala",Houses & Villas,2,2
"Viyyur New Flat ( Ground Floor  )  For Rent 13,500 Ad 50,000",1766687524,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,Viyyur New Flat ( Ground Floor  )  For Rent 13,500 Ad 50,000","{'amount': '13,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/orhabgxdt0k81-IN/image,"Viyyur New Flat ( Ground Floor  )  For Rent 13,500 Ad 50,000
 
(  Koorkenchery 2 BHK SemiFurnished Flat For Lease 8,50,000  )

(  Koorkenchery  2BHK House For Lease 8,00,000  )

(  Athani New House For Sale 85,00,000  )

(  Kunnathangadi Veluthur House Plot For Sale Per Cent 3,50,000  )","Thrissur,Thrissur,Kerala",Houses & Villas,2,2
"Koorkenchery Flat for Leas 8,00,000",1766687064,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,Koorkenchery Flat for Leas 8,00,000","{'amount': '8,00,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7eurj9altytb-IN/image,"Koorkenchery Fully Furnished Flat For Rent 20,000 Ad 60,000
(  Koorkenchery 3 BHK Fully Furnished Flat For Rent 22,500 Ad 75,000  )
(  Flat For Rent 15,000 Ad 40,000  )
(  Koorkenchery  1350sq.ft 3 BHK SemiFurnished Flat For Rent 18,500  Ad  50,000  ) (  Koorkenchery Flat for Leas 8,00,000)","Thrissur,Thrissur,Kerala",Apartments,2,2
2BHK FLAT FOR RENT IN AYYANTHOLE PUTHURKKARA.,1766328402,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,2BHK FLAT FOR RENT IN AYYANTHOLE PUTHURKKARA.","{'amount': '9,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/3gz8a6d2bjxq2-IN/image,https://apollo.olx.in:443/v1/files/weuiq7nd0hhu-IN/image,https://apollo.olx.in:443/v1/files/esqcilgz85cv-IN/image,https://apollo.olx.in:443/v1/files/9y3tybga76ph2-IN/image,https://apollo.olx.in:443/v1/files/5fkvef3gt99q3-IN/image,https://apollo.olx.in:443/v1/files/0y1q3upy2pdz-IN/image,https://apollo.olx.in:443/v1/files/ew3t0wxpdqan-IN/image,https://apollo.olx.in:443/v1/files/nr3nz6m9q2it2-IN/image,https://apollo.olx.in:443/v1/files/hcuirjzrgkyb1-IN/image,https://apollo.olx.in:443/v1/files/o7t0aejd8fxz2-IN/image,https://apollo.olx.in:443/v1/files/ptojcujy90181-IN/image,https://apollo.olx.in:443/v1/files/8h2b13by4b8c-IN/image,https://apollo.olx.in:443/v1/files/kdigyuubz3452-IN/image,https://apollo.olx.in:443/v1/files/m0dq4qe1q97x2-IN/image,https://apollo.olx.in:443/v1/files/v5893i02t5tt3-IN/image","2BHK FLAT FOR RENT IN PUTHURKKARA AYYANTHOLE.
FOR FAMILIES OR BACHELOR'S.
RENT INCLUDING MAINTAINCE CHARGES : 9000
DEPOSIT AMOUNT : 25000
TO KNOW MORE DETAILS PLEASE CALL.","Thrissur,Thrissur,Kerala",Apartments,2,2
"1,2 & 3 BHK PREMIUM FULL FURNISHED HOMES STARTS 21.99 Lakhs",1756510125,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,1,2 & 3 BHK PREMIUM FULL FURNISHED HOMES STARTS 21.99 Lakhs","{'amount': '21,99,999', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/fafsnha1gqqq2-IN/image,https://apollo.olx.in:443/v1/files/70k42bxv4l2y1-IN/image,https://apollo.olx.in:443/v1/files/hhr0kqx2qi051-IN/image","We are very privileged to introduce our on going  project at Thrissur, Landchester Astoria near Kulapathi Munshi Bhavans Vidya Mandir Pottore  with 50+ amenities located just 7.5 Km from Swaraj Round

1, 2 & 3 BHK Super Spacious Apartments

No of units : 67
No of floors:  B+G+8
civil work Completion: 2026 dec","Thrissur,Thrissur,Kerala",Apartments,1,1
House upper floor 2 bedroom suitable for family,1767180273,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,House upper floor 2 bedroom suitable for family","{'amount': '12,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/ssky9h6kkhgt1-IN/image,https://apollo.olx.in:443/v1/files/wb0i9ya62rkc-IN/image,https://apollo.olx.in:443/v1/files/cj9s8f2dv0na-IN/image,https://apollo.olx.in:443/v1/files/kx64yxrhr7gj3-IN/image,https://apollo.olx.in:443/v1/files/qwdijbe00ird3-IN/image,https://apollo.olx.in:443/v1/files/7qyozy246icm-IN/image,https://apollo.olx.in:443/v1/files/2amyhuf6n4ky1-IN/image,https://apollo.olx.in:443/v1/files/slc55vk8e6nj-IN/image,https://apollo.olx.in:443/v1/files/fvp8psg36qah1-IN/image,https://apollo.olx.in:443/v1/files/fq34fvt1krc03-IN/image,https://apollo.olx.in:443/v1/files/x856aalxouet1-IN/image","Upper floor of villa 1250 sqft 
2 bedroom attached bathroom
3 balcony
1 hall seperate terrace 
Washing machine
Fridge 
Tv
Beds
Furnihed
2 car parking 
Free water","Thrissur,Thrissur,Kerala",Houses & Villas,2,2
Semi furnished  house  2bhk in olari thrissur near west fort,1766186931,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,Semi furnished  house  2bhk in olari thrissur near west fort","{'amount': '12,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/4scmkdl5a935-IN/image,https://apollo.olx.in:443/v1/files/c1y3s6qf10kf1-IN/image,https://apollo.olx.in:443/v1/files/6nu0672iy7ff-IN/image,https://apollo.olx.in:443/v1/files/4ihxbyoj24u7-IN/image,https://apollo.olx.in:443/v1/files/kjdzjdx626zh2-IN/image,https://apollo.olx.in:443/v1/files/v4mryimv6ays1-IN/image,https://apollo.olx.in:443/v1/files/70662enozew52-IN/image,https://apollo.olx.in:443/v1/files/mwqzmte99uq42-IN/image,https://apollo.olx.in:443/v1/files/8cey8m39ng7u3-IN/image","Semi furnished with Ac , cot,gas connection.Additional items can be provided if looking for fully furnished.(15000 rs for fully furnished)Location -olarikkara near niya regency hospital.4 km to thrissur(west fort).","Thrissur,Thrissur,Kerala",Houses & Villas,3,2
Well maintained apartment,1690360409,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Koothuparamba,Well maintained apartment","{'amount': '7,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/fz0jj53xbadc1-IN/image,https://apollo.olx.in:443/v1/files/7tidkysau6n22-IN/image,https://apollo.olx.in:443/v1/files/82253ccg6mmo-IN/image,https://apollo.olx.in:443/v1/files/n4oo5p1mhhz72-IN/image,https://apollo.olx.in:443/v1/files/0qwhxvq9phhu2-IN/image,https://apollo.olx.in:443/v1/files/unjwnlgt3o641-IN/image,https://apollo.olx.in:443/v1/files/qj08tr8hgf8q2-IN/image,https://apollo.olx.in:443/v1/files/z0bqukqz8ue01-IN/image,https://apollo.olx.in:443/v1/files/66ks6e9k27dd-IN/image,https://apollo.olx.in:443/v1/files/r7nbzyh4mdpr1-IN/image,https://apollo.olx.in:443/v1/files/20ask7inkw5b-IN/image,https://apollo.olx.in:443/v1/files/ffju7t34akyi-IN/image",Well gated community located between from kuthuparamba and Mattanoor. Good for a small family. Community has good parking spaces,"Koothuparamba,Koothuparamba,Kerala",Apartments,2,2
Fully furnished house / apartments 2BHK 1BHK AC/ Non AC Rooms For Rent,1752541522,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,Fully furnished house / apartments 2BHK 1BHK AC/ Non AC Rooms For Rent","{'amount': '2,499', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/ufnlfcw1xyiv3-IN/image,https://apollo.olx.in:443/v1/files/2gvn4u1d4rtc3-IN/image,https://apollo.olx.in:443/v1/files/3nxdba2ci1fl3-IN/image,https://apollo.olx.in:443/v1/files/kgogs8gij42w2-IN/image,https://apollo.olx.in:443/v1/files/ud8hu691av4a1-IN/image,https://apollo.olx.in:443/v1/files/8hzql894qm861-IN/image,https://apollo.olx.in:443/v1/files/exp5dwt403qc1-IN/image,https://apollo.olx.in:443/v1/files/az021ve85yrn3-IN/image,https://apollo.olx.in:443/v1/files/dtettaqrdnza3-IN/image,https://apollo.olx.in:443/v1/files/noxhq8kwxa322-IN/image,https://apollo.olx.in:443/v1/files/0vmhj7o75wm41-IN/image,https://apollo.olx.in:443/v1/files/sumnwq4zq4kv2-IN/image,https://apollo.olx.in:443/v1/files/7awoonyh0gs31-IN/image","2BHK DETAILS (A/C ROOM)
BATH ATTACHED WATER HEATER KITCHEN ALL UTENSILS FRIDGE WASHING MACHINE TV & CAR PARK PROVIDED Rs.2999 PER DAY
2BHK DETAILS (NON A/C ROOM)
BATH ATTACHED WATER HEATER KITCHEN ALL UTENSILS FRIDGE WASHING MACHINE TV & CAR PARK PROVIDED Rs.2499 PER DAY
1BHK NON-AC DETAILS
BATH ATTACHED WATER HEATER KITCHEN ALL UTENSILS FRIDGE WASHING MACHINE CAR PARK PROVIDED Rs.1600 PER DAY
1BHK AC DETAILS
BATH ATTACHED WATER HEATER KITCHEN ALL UTENSILS FRIDGE WASHING MACHINE CAR PARK PROVIDED Rs.2000 PER DAY
Function:
Engagement Parties
Weddings Parties
Birthday Parties
Office Meetings
Holy Communion
Baptism
College Reunion
Retirement Party
Catering Options
Vegetarian / NonVeg Home Made Dishes(Chinese, Indian Dishes)
Facilities
Air-Conditioned Room
Free OUTSIDE Parking
Gaming Area/Outdoor Area
Stage/Dance Floor on Request
Outdoor Space","Thrissur,Thrissur,Kerala",Apartments,2,2
For rent in mattannur near polytechnic,1766928153,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mattannur,For rent in mattannur near polytechnic","{'amount': '13,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/fq82a75poamt2-IN/image,https://apollo.olx.in:443/v1/files/ini39w9xrghz-IN/image,https://apollo.olx.in:443/v1/files/1xq5mu2ivd282-IN/image",House apartment call,"Mattannur,Mattannur,Kerala",Apartments,2,2
Fully furnished 6 BHK independent house for DAILY RENT at Thrissur.,1754641184,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thrissur,Fully furnished 6 BHK independent house for DAILY RENT at Thrissur.","{'amount': '3,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/p43y9w1vgvog3-IN/image,https://apollo.olx.in:443/v1/files/e07hrxqeq7zg-IN/image,https://apollo.olx.in:443/v1/files/8mdglu8cwl7a3-IN/image,https://apollo.olx.in:443/v1/files/8cqf26ukbfnl1-IN/image,https://apollo.olx.in:443/v1/files/xlp0bj5e76pi2-IN/image,https://apollo.olx.in:443/v1/files/5o6s3omh7qki1-IN/image,https://apollo.olx.in:443/v1/files/uoukphvlmfkm-IN/image,https://apollo.olx.in:443/v1/files/fcslacbknrc33-IN/image,https://apollo.olx.in:443/v1/files/9dv7oyfmbmcp1-IN/image,https://apollo.olx.in:443/v1/files/8kj1lonzid251-IN/image","Fully furnished independent spacious house with 6 attached bedrooms, living rooms, kitchen and car parking available for daily/ weekly rent in Thrissur for the purposes like marriage functions / family stay / gatherings / celebrations /  get-together / meetings etc.
Home equipped with all basic necessities, fridge, fully automatic washing machine, and cooking facilities with all utensils.
House located in silent and calm area.
Ample car parking.
Rent varies according to number of person staying / purpose and space requirement...","Thrissur,Thrissur,Kerala",Apartments,5,5
